"App_ID","Open_Ports","Dependency_Risk","SQL_Injection","XSS","Broken_Auth","Vulnerable_Libraries","DAST_Score","DAST_Result","SCA_Result","Risk_Score","Verification_Status"
761,12,5,3,4,4,0,11,"Failed","Safe",8.6,"Not Verified"
762,16,8,3,1,3,7,7,"Failed","Risky",7.4,"Not Verified"
763,15,5,2,1,1,8,4,"Passed","Risky",4.4,"Not Verified"
764,1,7,5,4,3,4,12,"Failed","Risky",10,"Not Verified"
765,12,10,1,4,5,0,10,"Failed","Risky",10,"Not Verified"
766,10,9,2,4,5,4,11,"Failed","Risky",10.2,"Not Verified"
767,10,8,2,0,0,4,2,"Passed","Risky",4.4,"Not Verified"
768,4,10,4,5,2,4,11,"Failed","Risky",10.6,"Not Verified"
769,9,6,4,4,1,2,9,"Failed","Risky",7.8,"Not Verified"
770,20,6,3,5,1,6,9,"Failed","Risky",7.8,"Not Verified"
771,5,4,1,1,5,5,7,"Failed","Safe",5.8,"Not Verified"
772,9,9,1,3,4,5,8,"Failed","Risky",8.4,"Not Verified"
773,19,9,5,3,4,1,12,"Failed","Risky",10.8,"Not Verified"
774,3,5,2,2,5,3,9,"Failed","Safe",7.4,"Not Verified"
775,2,1,5,5,0,5,10,"Failed","Safe",6.4,"Not Verified"
776,12,9,4,1,0,4,5,"Passed","Risky",6.6,"Not Verified"
777,15,10,1,0,0,0,1,"Passed","Risky",4.6,"Not Verified"
778,17,8,1,1,4,5,6,"Passed","Risky",6.8,"Not Verified"
779,3,5,1,1,5,3,7,"Failed","Safe",6.2,"Not Verified"
780,7,9,1,5,5,8,11,"Failed","Risky",10.2,"Not Verified"
781,13,7,1,0,0,7,1,"Passed","Risky",3.4,"Not Verified"
782,14,10,0,5,4,1,9,"Failed","Risky",9.4,"Not Verified"
783,2,9,5,1,1,2,7,"Failed","Risky",7.8,"Not Verified"
784,9,5,1,1,4,6,6,"Passed","Risky",5.6,"Not Verified"
785,15,10,0,0,2,6,2,"Passed","Risky",5.2,"Not Verified"
786,1,8,3,4,3,6,10,"Failed","Risky",9.2,"Not Verified"
787,10,7,5,0,2,8,7,"Failed","Risky",7,"Not Verified"
788,9,3,5,0,5,7,10,"Failed","Risky",7.2,"Not Verified"
789,9,9,0,4,0,2,4,"Passed","Risky",6,"Not Verified"
790,7,9,4,5,1,5,10,"Failed","Risky",9.6,"Not Verified"
791,18,5,5,2,2,2,9,"Failed","Safe",7.4,"Not Verified"
792,12,2,0,3,2,3,5,"Passed","Safe",3.8,"Verified"
793,6,4,4,3,1,8,8,"Failed","Risky",6.4,"Not Verified"
794,7,4,3,3,4,9,10,"Failed","Risky",7.6,"Not Verified"
795,16,8,0,4,1,9,5,"Passed","Risky",6.2,"Not Verified"
796,16,8,5,0,0,3,5,"Passed","Risky",6.2,"Not Verified"
797,2,1,0,1,3,10,4,"Passed","Risky",2.8,"Not Verified"
798,2,5,1,2,3,7,6,"Passed","Risky",5.6,"Not Verified"
799,14,2,3,5,3,3,11,"Failed","Safe",7.4,"Not Verified"
800,7,9,0,4,4,7,8,"Failed","Risky",8.4,"Not Verified"
801,6,1,0,0,3,2,3,"Passed","Safe",2.2,"Verified"
802,4,10,2,2,5,5,9,"Failed","Risky",9.4,"Not Verified"
803,3,1,1,0,0,10,1,"Passed","Risky",1,"Not Verified"
804,14,5,0,4,2,0,6,"Passed","Safe",5.6,"Verified"
805,19,7,1,5,3,5,9,"Failed","Risky",8.2,"Not Verified"
806,14,6,0,2,1,0,3,"Passed","Risky",4.2,"Not Verified"
807,16,1,3,4,0,8,7,"Failed","Risky",4.6,"Not Verified"
808,10,6,1,1,4,10,6,"Passed","Risky",6,"Not Verified"
809,12,4,1,5,3,2,9,"Failed","Safe",7,"Not Verified"
810,18,10,1,4,4,5,9,"Failed","Risky",9.4,"Not Verified"
811,3,7,1,1,4,8,6,"Passed","Risky",6.4,"Not Verified"
812,1,2,4,0,1,8,5,"Passed","Risky",3.8,"Not Verified"
813,12,7,1,4,2,3,7,"Failed","Risky",7,"Not Verified"
814,17,2,1,4,5,0,10,"Failed","Safe",6.8,"Not Verified"
815,1,9,3,0,5,8,8,"Failed","Risky",8.4,"Not Verified"
816,4,1,5,5,0,4,10,"Failed","Safe",6.4,"Not Verified"
817,19,8,3,3,4,7,10,"Failed","Risky",9.2,"Not Verified"
818,13,2,3,0,0,8,3,"Passed","Risky",2.6,"Not Verified"
819,18,8,4,1,2,7,7,"Failed","Risky",7.4,"Not Verified"
820,15,8,1,4,2,4,7,"Failed","Risky",7.4,"Not Verified"
821,13,7,3,4,3,6,10,"Failed","Risky",8.8,"Not Verified"
822,14,4,4,2,5,1,11,"Failed","Safe",8.2,"Not Verified"
823,18,2,1,2,0,0,3,"Passed","Safe",2.6,"Verified"
824,12,8,1,4,3,7,8,"Failed","Risky",8,"Not Verified"
825,18,9,3,0,3,0,6,"Passed","Risky",7.2,"Not Verified"
826,7,6,3,2,2,8,7,"Failed","Risky",6.6,"Not Verified"
827,4,10,5,0,5,4,10,"Failed","Risky",10,"Not Verified"
828,4,5,0,3,0,4,3,"Passed","Safe",3.8,"Verified"
829,3,8,0,3,3,7,6,"Passed","Risky",6.8,"Not Verified"
830,11,4,1,2,5,5,8,"Failed","Safe",6.4,"Not Verified"
831,19,9,0,5,4,4,9,"Failed","Risky",9,"Not Verified"
832,16,3,5,2,0,9,7,"Failed","Risky",5.4,"Not Verified"
833,15,2,0,3,3,0,6,"Passed","Safe",4.4,"Verified"
834,11,3,1,3,4,5,8,"Failed","Safe",6,"Not Verified"
835,6,1,1,4,0,2,5,"Passed","Safe",3.4,"Verified"
836,5,8,1,1,5,8,7,"Failed","Risky",7.4,"Not Verified"
837,2,10,5,1,2,1,8,"Failed","Risky",8.8,"Not Verified"
838,17,3,2,3,2,6,7,"Failed","Risky",5.4,"Not Verified"
839,5,6,2,5,4,2,11,"Failed","Risky",9,"Not Verified"
840,19,8,3,4,5,4,12,"Failed","Risky",10.4,"Not Verified"
841,15,1,2,5,4,0,11,"Failed","Safe",7,"Not Verified"
842,19,4,3,3,3,3,9,"Failed","Safe",7,"Not Verified"
843,3,3,1,0,5,10,6,"Passed","Risky",4.8,"Not Verified"
844,15,2,2,2,5,9,9,"Failed","Risky",6.2,"Not Verified"
845,3,3,4,5,3,9,12,"Failed","Risky",8.4,"Not Verified"
846,2,7,1,1,2,8,4,"Passed","Risky",5.2,"Not Verified"
847,5,5,0,0,0,1,0,"Passed","Safe",2,"Verified"
848,5,3,1,2,0,0,3,"Passed","Safe",3,"Verified"
849,7,6,0,3,3,2,6,"Passed","Risky",6,"Not Verified"
850,2,4,2,4,3,10,9,"Failed","Risky",7,"Not Verified"
851,16,7,5,0,2,10,7,"Failed","Risky",7,"Not Verified"
852,8,5,3,1,1,0,5,"Passed","Safe",5,"Verified"
853,18,10,1,4,3,4,8,"Failed","Risky",8.8,"Not Verified"
854,19,4,2,5,3,7,10,"Failed","Risky",7.6,"Not Verified"
855,9,9,5,5,1,4,11,"Failed","Risky",10.2,"Not Verified"
856,19,10,4,3,2,1,9,"Failed","Risky",9.4,"Not Verified"
857,14,2,3,4,5,1,12,"Failed","Safe",8,"Not Verified"
858,19,2,3,3,3,5,9,"Failed","Safe",6.2,"Not Verified"
859,5,2,0,4,0,1,4,"Passed","Safe",3.2,"Verified"
860,13,5,1,0,2,6,3,"Passed","Risky",3.8,"Not Verified"
861,16,5,4,3,0,6,7,"Failed","Risky",6.2,"Not Verified"
862,7,5,2,3,0,6,5,"Passed","Risky",5,"Not Verified"
863,8,4,4,0,2,4,6,"Passed","Safe",5.2,"Verified"
864,16,10,3,0,3,8,6,"Passed","Risky",7.6,"Not Verified"
865,15,7,4,3,1,5,8,"Failed","Risky",7.6,"Not Verified"
866,20,3,3,0,2,2,5,"Passed","Safe",4.2,"Verified"
867,3,8,0,2,2,2,4,"Passed","Risky",5.6,"Not Verified"
868,17,2,2,2,4,2,8,"Failed","Safe",5.6,"Not Verified"
869,7,10,2,5,2,4,9,"Failed","Risky",9.4,"Not Verified"
870,13,5,3,4,4,7,11,"Failed","Risky",8.6,"Not Verified"
871,3,4,5,5,2,6,12,"Failed","Risky",8.8,"Not Verified"
872,13,6,0,4,4,3,8,"Failed","Risky",7.2,"Not Verified"
873,14,7,3,5,5,8,13,"Failed","Risky",10.6,"Not Verified"
874,4,5,0,2,4,4,6,"Passed","Safe",5.6,"Verified"
875,16,2,0,1,5,8,6,"Passed","Risky",4.4,"Not Verified"
876,9,9,5,5,1,4,11,"Failed","Risky",10.2,"Not Verified"
877,16,1,4,0,3,3,7,"Failed","Safe",4.6,"Not Verified"
878,9,7,1,2,1,0,4,"Passed","Risky",5.2,"Not Verified"
879,5,8,2,5,0,5,7,"Failed","Risky",7.4,"Not Verified"
880,14,3,5,1,5,8,11,"Failed","Risky",7.8,"Not Verified"
881,12,1,2,3,2,6,7,"Failed","Risky",4.6,"Not Verified"
882,14,1,0,4,4,2,8,"Failed","Safe",5.2,"Not Verified"
883,13,5,5,1,1,3,7,"Failed","Safe",6.2,"Not Verified"
884,20,1,3,1,3,0,7,"Failed","Safe",4.6,"Not Verified"
885,15,8,3,3,3,0,9,"Failed","Risky",8.6,"Not Verified"
886,8,3,3,4,3,5,10,"Failed","Safe",7.2,"Not Verified"
887,13,4,1,4,5,0,10,"Failed","Safe",7.6,"Not Verified"
888,7,8,1,2,5,6,8,"Failed","Risky",8,"Not Verified"
889,5,10,0,2,2,5,4,"Passed","Risky",6.4,"Not Verified"
890,8,3,0,3,4,1,7,"Failed","Safe",5.4,"Not Verified"
891,15,7,5,4,2,10,11,"Failed","Risky",9.4,"Not Verified"
892,14,5,4,4,1,7,9,"Failed","Risky",7.4,"Not Verified"
893,16,1,3,0,2,0,5,"Passed","Safe",3.4,"Verified"
894,1,5,2,0,5,9,7,"Failed","Risky",6.2,"Not Verified"
895,14,2,5,3,1,3,9,"Failed","Safe",6.2,"Not Verified"
896,17,9,0,0,3,6,3,"Passed","Risky",5.4,"Not Verified"
897,7,7,3,1,4,7,8,"Failed","Risky",7.6,"Not Verified"
898,7,4,4,3,1,0,8,"Failed","Safe",6.4,"Not Verified"
899,13,4,0,4,4,7,8,"Failed","Risky",6.4,"Not Verified"
900,15,3,2,3,5,5,10,"Failed","Safe",7.2,"Not Verified"
901,12,10,5,0,5,10,10,"Failed","Risky",10,"Not Verified"
902,14,4,3,1,5,8,9,"Failed","Risky",7,"Not Verified"
903,19,1,1,3,1,7,5,"Passed","Risky",3.4,"Not Verified"
904,19,4,1,1,4,4,6,"Passed","Safe",5.2,"Verified"
905,17,3,5,2,2,8,9,"Failed","Risky",6.6,"Not Verified"
906,9,7,3,4,1,5,8,"Failed","Risky",7.6,"Not Verified"
907,13,10,0,5,0,6,5,"Passed","Risky",7,"Not Verified"
908,14,7,5,3,4,7,12,"Failed","Risky",10,"Not Verified"
909,6,7,3,2,0,2,5,"Passed","Risky",5.8,"Not Verified"
910,1,5,1,1,4,8,6,"Passed","Risky",5.6,"Not Verified"
911,16,10,4,0,4,2,8,"Failed","Risky",8.8,"Not Verified"
912,8,6,1,5,0,2,6,"Passed","Risky",6,"Not Verified"
913,5,5,1,0,1,5,2,"Passed","Safe",3.2,"Verified"
914,10,5,4,5,5,10,14,"Failed","Risky",10.4,"Not Verified"
915,9,10,1,4,1,8,6,"Passed","Risky",7.6,"Not Verified"
916,5,9,3,5,3,3,11,"Failed","Risky",10.2,"Not Verified"
917,14,1,0,0,2,0,2,"Passed","Safe",1.6,"Verified"
918,19,5,5,5,4,4,14,"Failed","Safe",10.4,"Not Verified"
919,1,4,2,1,2,7,5,"Passed","Risky",4.6,"Not Verified"
920,16,7,5,0,3,7,8,"Failed","Risky",7.6,"Not Verified"
921,6,1,2,2,0,6,4,"Passed","Risky",2.8,"Not Verified"
922,20,9,5,3,1,0,9,"Failed","Risky",9,"Not Verified"
923,8,6,1,3,1,10,5,"Passed","Risky",5.4,"Not Verified"
924,14,7,5,3,1,10,9,"Failed","Risky",8.2,"Not Verified"
925,14,10,2,2,4,10,8,"Failed","Risky",8.8,"Not Verified"
926,8,7,5,0,4,4,9,"Failed","Risky",8.2,"Not Verified"
927,11,7,4,1,4,1,9,"Failed","Risky",8.2,"Not Verified"
928,20,9,0,4,0,1,4,"Passed","Risky",6,"Not Verified"
929,5,4,5,1,5,6,11,"Failed","Risky",8.2,"Not Verified"
930,14,10,3,3,0,3,6,"Passed","Risky",7.6,"Not Verified"
931,1,3,2,3,5,10,10,"Failed","Risky",7.2,"Not Verified"
932,1,9,2,1,3,3,6,"Passed","Risky",7.2,"Not Verified"
933,5,7,5,2,5,9,12,"Failed","Risky",10,"Not Verified"
934,3,1,5,3,3,1,11,"Failed","Safe",7,"Not Verified"
935,4,4,1,2,2,1,5,"Passed","Safe",4.6,"Verified"
936,3,9,3,4,2,3,9,"Failed","Risky",9,"Not Verified"
937,14,1,3,2,0,3,5,"Passed","Safe",3.4,"Verified"
938,18,5,0,2,4,8,6,"Passed","Risky",5.6,"Not Verified"
939,10,1,1,0,0,5,1,"Passed","Safe",1,"Verified"
940,12,7,3,1,4,8,8,"Failed","Risky",7.6,"Not Verified"
941,16,5,5,2,1,0,8,"Failed","Safe",6.8,"Not Verified"
942,3,1,0,2,1,0,3,"Passed","Safe",2.2,"Verified"
943,12,8,5,2,1,7,8,"Failed","Risky",8,"Not Verified"
944,5,1,0,4,0,10,4,"Passed","Risky",2.8,"Not Verified"
945,13,4,1,3,0,7,4,"Passed","Risky",4,"Not Verified"
946,8,7,2,1,2,9,5,"Passed","Risky",5.8,"Not Verified"
947,17,3,5,3,4,5,12,"Failed","Safe",8.4,"Not Verified"
948,5,7,4,4,1,1,9,"Failed","Risky",8.2,"Not Verified"
949,19,5,5,0,5,4,10,"Failed","Safe",8,"Not Verified"
950,6,6,2,1,0,0,3,"Passed","Risky",4.2,"Not Verified"
951,2,6,1,3,3,2,7,"Failed","Risky",6.6,"Not Verified"
952,17,3,4,1,5,7,10,"Failed","Risky",7.2,"Not Verified"
953,17,7,4,1,0,0,5,"Passed","Risky",5.8,"Not Verified"
954,8,10,5,2,3,8,10,"Failed","Risky",10,"Not Verified"
955,19,3,1,5,5,7,11,"Failed","Risky",7.8,"Not Verified"
956,18,5,5,5,4,3,14,"Failed","Safe",10.4,"Not Verified"
957,19,4,3,2,1,3,6,"Passed","Safe",5.2,"Verified"
958,5,3,5,1,0,4,6,"Passed","Safe",4.8,"Verified"
959,14,4,3,0,5,1,8,"Failed","Safe",6.4,"Not Verified"
960,12,10,0,4,4,1,8,"Failed","Risky",8.8,"Not Verified"
961,1,8,1,5,0,6,6,"Passed","Risky",6.8,"Not Verified"
962,16,4,0,1,3,0,4,"Passed","Safe",4,"Verified"
963,18,1,4,4,1,10,9,"Failed","Risky",5.8,"Not Verified"
964,20,10,2,1,4,2,7,"Failed","Risky",8.2,"Not Verified"
965,7,9,0,2,2,7,4,"Passed","Risky",6,"Not Verified"
966,5,9,4,4,0,1,8,"Failed","Risky",8.4,"Not Verified"
967,10,5,0,3,5,10,8,"Failed","Risky",6.8,"Not Verified"
968,4,5,5,0,5,2,10,"Failed","Safe",8,"Not Verified"
969,8,7,2,3,2,4,7,"Failed","Risky",7,"Not Verified"
970,17,5,0,5,4,0,9,"Failed","Safe",7.4,"Not Verified"
971,5,8,1,2,5,3,8,"Failed","Risky",8,"Not Verified"
972,7,6,1,2,2,9,5,"Passed","Risky",5.4,"Not Verified"
973,12,1,1,0,2,5,3,"Passed","Safe",2.2,"Verified"
974,13,6,5,2,4,3,11,"Failed","Risky",9,"Not Verified"
975,10,2,3,0,0,4,3,"Passed","Safe",2.6,"Verified"
976,1,4,0,2,4,1,6,"Passed","Safe",5.2,"Verified"
977,15,6,3,5,1,4,9,"Failed","Risky",7.8,"Not Verified"
978,14,5,0,2,5,4,7,"Failed","Safe",6.2,"Not Verified"
979,7,3,0,1,2,0,3,"Passed","Safe",3,"Verified"
980,2,1,2,3,2,10,7,"Failed","Risky",4.6,"Not Verified"
981,10,10,3,0,5,6,8,"Failed","Risky",8.8,"Not Verified"
982,15,4,2,5,2,8,9,"Failed","Risky",7,"Not Verified"
983,19,10,2,1,0,5,3,"Passed","Risky",5.8,"Not Verified"
984,18,4,3,1,1,6,5,"Passed","Risky",4.6,"Not Verified"
985,14,10,0,1,3,8,4,"Passed","Risky",6.4,"Not Verified"
986,18,8,1,1,1,3,3,"Passed","Risky",5,"Not Verified"
987,19,6,0,1,0,3,1,"Passed","Risky",3,"Not Verified"
988,3,8,3,2,1,6,6,"Passed","Risky",6.8,"Not Verified"
989,11,10,0,3,1,4,4,"Passed","Risky",6.4,"Not Verified"
990,20,6,5,4,5,10,14,"Failed","Risky",10.8,"Not Verified"
991,5,4,3,4,5,9,12,"Failed","Risky",8.8,"Not Verified"
992,14,7,3,0,1,5,4,"Passed","Risky",5.2,"Not Verified"
993,18,8,3,4,5,6,12,"Failed","Risky",10.4,"Not Verified"
994,9,5,4,2,5,1,11,"Failed","Safe",8.6,"Not Verified"
995,1,10,5,2,3,1,10,"Failed","Risky",10,"Not Verified"
996,7,4,2,1,5,8,8,"Failed","Risky",6.4,"Not Verified"
997,15,7,2,3,1,3,6,"Passed","Risky",6.4,"Not Verified"
998,17,9,3,4,2,9,9,"Failed","Risky",9,"Not Verified"
999,6,4,3,5,1,0,9,"Failed","Safe",7,"Not Verified"
1000,13,5,0,0,0,1,0,"Passed","Safe",2,"Verified"
